year_2015,year_2016,year_2017,sd,mean,cv,mean_cv,change_2016_2017,change_2015_2016
4.41103187149353e-5,5.98348557979975e-5,4.92256470095979e-5,8.02062924749496e-6,4.029786269250642e-5,0.1990336139833648,NA,-1.06092087883996e-5,1.5724537083062202e-5
4.41103187149353e-5,5.35364499245241e-5,4.02755293714892e-5,6.824094235414388e-6,3.6186598061590745e-5,0.18858070669698107,NA,-1.3260920553034901e-5,9.426131209588802e-6
9.29893205341879e-5,6.50835273592254e-5,4.58693528953071e-5,2.369320979852965e-5,5.690885264681251e-5,0.41633610056372694,NA,-1.9214174463918297e-5,-2.7905793174962503e-5
0,0,0,0,0,NA,NA,0,0
1.19217077607933e-5,8.39787449796456e-6,1.00688823428723e-5,1.7626982210641154e-6,8.037790705673569e-6,0.21930133361396112,NA,1.6710078449077405e-6,-3.52383326282874e-6
4.53024894910146e-5,5.98348557979975e-5,5.37007058286522e-5,7.295518075966387e-6,4.153339229840767e-5,0.17565427893656754,NA,-6.134149969345298e-6,1.4532366306982897e-5
4.41103187149353e-5,5.1436981300033e-5,3.8037999961962e-5,6.709268968766974e-6,3.5073642236424315e-5,0.1912909108082118,NA,-1.3398981338071001e-5,7.3266625850977e-6
8.82206374298706e-5,5.24867156122785e-5,4.25130587810164e-5,2.4033205310551612e-5,5.181340428342928e-5,0.4638414642490071,NA,-9.973656831262097e-6,-3.57339218175921e-5
1.19217077607933e-5,7.34814018571899e-6,1.11876470476359e-5,2.4562226567461703e-6,8.22842941272359e-6,0.2985044330511145,NA,3.839506861916909e-6,-4.57356757507431e-6
1.19217077607933e-5,8.39787449796456e-6,8.95011763810871e-6,1.8952889492674167e-6,7.791247211533496e-6,0.24325873609321405,NA,5.522431401441512e-7,-3.52383326282874e-6
1.31138785368726e-5,8.39787449796456e-6,8.95011763810871e-6,2.5781961201231476e-6,8.260016698267254e-6,0.3121296498909002,NA,5.522431401441512e-7,-4.716004038908041e-6
3.9341635610618e-5,5.77353871735064e-5,5.7056999942943e-5,1.0429321160545906e-5,4.1140835971903324e-5,0.25350289837738094,NA,-6.783872305633995e-7,1.83937515628884e-5
0,0,0,0,0,NA,NA,0,0
3.45729525063006e-5,5.03872469877874e-5,7.83135293334512e-5,2.2148014270541958e-5,4.635543577452029e-5,0.4777867773322892,NA,2.79262823456638e-5,1.5814294481486798e-5
2.5035586297666e-5,2.83428264306304e-5,2.90878823238533e-5,2.156928706323336e-6,2.1155805939618258e-5,0.1019544569693787,NA,7.450558932229017e-7,3.3072401329644e-6
3.576512328238e-5,5.24867156122785e-5,7.6075999923924e-5,2.0252706650358046e-5,4.614513636723514e-5,0.43889146819681446,NA,2.3589284311645496e-5,1.67215923298985e-5
2.62277570737453e-5,3.04422950551215e-5,2.57315882095625e-5,2.5884124131419328e-6,2.1247513187892807e-5,0.12182189935605518,NA,-4.710706845559e-6,4.214537981376201e-6
3.9341635610618e-5,5.77353871735064e-5,6.71258822858153e-5,1.4133151679177156e-5,4.458401418727921e-5,0.31700043023962726,NA,9.390495112308895e-6,1.83937515628884e-5
0,0,0,0,0,NA,NA,0,0
4.29181479388559e-5,6.50835273592254e-5,6.15320587619973e-5,1.1905143497510487e-5,4.5359719389397266e-5,0.26246069547540646,NA,-3.5514685972280985e-6,2.2165379420369494e-5
2.1459073969428e-5,2.72930921183848e-5,2.46128235047989e-5,2.9202095739627765e-6,1.907129979164362e-5,0.15312063707594334,NA,-2.680268613585901e-6,5.8340181489568e-6
2.74199278498246e-5,3.14920293673671e-5,3.8037999961962e-5,5.356852265603731e-6,2.5576702361189357e-5,0.20944264784237135,NA,6.545970594594895e-6,4.0721015175425016e-6
8.82206374298706e-5,5.8785121485752e-5,4.36318234857799e-5,2.2672429542336052e-5,5.332750298593464e-5,0.42515453139285375,NA,-1.51532979999721e-5,-2.9435515944118597e-5
7.39145881169186e-5,5.66856528612608e-5,4.58693528953071e-5,1.4144279017990851e-5,4.765346822286934e-5,0.29681531157060426,NA,-1.08162999659537e-5,-1.722893525565781e-5
3.2188610954142e-5,4.09396381775773e-5,5.03444117143615e-5,9.079861819692791e-6,3.31381306664434e-5,0.2740004229896804,NA,9.4047735367842e-6,8.751027223435303e-6
1.66903908651106e-5,1.67957489959291e-5,1.9018999980981e-5,1.3150643642536114e-6,1.3455051051568577e-5,0.09773759751735037,NA,2.2232509850519e-6,1.0535813081849834e-7
5.60320264757286e-5,3.77904352408405e-5,3.24441764381441e-5,1.2367462710419697e-5,3.4658525216283224e-5,0.35683753515885985,NA,-5.346258802696402e-6,-1.8241591234888098e-5
4.41103187149353e-5,6.08845901102431e-5,5.92945293524702e-5,9.259812153799152e-6,4.338731258286194e-5,0.2134221181852317,NA,-1.5900607577729007e-6,1.6774271395307803e-5
4.64946602670939e-5,5.98348557979975e-5,5.37007058286522e-5,6.677271215154853e-6,4.1676873277224614e-5,0.16021526304862743,NA,-6.134149969345298e-6,1.33401955309036e-5
6.43772219082839e-5,3.6740700928595e-5,2.12565293905082e-5,2.184388161207557e-5,3.605458345986567e-5,0.6058558861563659,NA,-1.54841715380868e-5,-2.7636520979688898e-5
2.02669031933486e-5,1.67957489959291e-5,2.12565293905082e-5,2.342606568227968e-6,1.5165447037003467e-5,0.15446999765401193,NA,4.460780394579102e-6,-3.471154197419503e-6
2.98042694019833e-5,4.82877783632962e-5,5.14631764191251e-5,1.1696377712160082e-5,3.531290047414117e-5,0.3312210992332695,NA,3.1753980558289017e-6,1.84835089613129e-5
4.76868310431733e-5,6.29840587347342e-5,5.14631764191251e-5,7.968654097734498e-6,4.2525680073691775e-5,0.18738451881135823,NA,-1.1520882315609102e-5,1.5297227691560904e-5
7.51067588929979e-5,4.72380440510507e-5,3.91567646667256e-5,1.88607813036218e-5,4.5090587228599e-5,0.41828644209049526,NA,-8.081279384325102e-6,-2.7868714841947204e-5
2.1459073969428e-5,2.83428264306304e-5,2.46128235047989e-5,3.4458938343501378e-6,1.9465154434801858e-5,0.17702884638763539,NA,-3.7300029258314994e-6,6.883752461202398e-6
7.62989296690772e-5,4.72380440510507e-5,3.69192352571984e-5,2.0419652379513636e-5,4.521896533920998e-5,0.45157274666361014,NA,-1.0318808793852297e-5,-2.90608856180265e-5
8.46441251016326e-5,5.77353871735064e-5,4.13942940762528e-5,2.1839029985409116e-5,5.1403209084200226e-5,0.424857326507301,NA,-1.6341093097253598e-5,-2.6908737928126198e-5
1.037188575189e-4,7.03321989204532e-5,5.37007058286522e-5,2.5472504893644653e-5,6.330606679041252e-5,0.40237067606769045,NA,-1.6631493091801003e-5,-3.33866585984468e-5
7.51067588929979e-5,5.35364499245241e-5,4.58693528953071e-5,1.5159642230412607e-5,4.741805098581043e-5,0.3197019260650135,NA,-7.667097029217004e-6,-2.1570308968473803e-5
3.81494648345386e-5,5.35364499245241e-5,5.48194705334158e-5,9.27626489167268e-6,3.894541254603779e-5,0.2381863301796356,NA,1.2830206088916966e-6,1.53869850899855e-5
3.9341635610618e-5,4.51385754265595e-5,3.13254117333805e-5,6.93623153802071e-6,3.068546357714468e-5,0.2260429118361762,NA,-1.3813163693178998e-5,5.796939815941497e-6
4.64946602670939e-5,6.08845901102431e-5,6.04132940572338e-5,8.175375296628717e-6,4.399197993279988e-5,0.18583785747122641,NA,-4.712960530092996e-7,1.4389929843149201e-5
1.0729536984714e-4,7.55808704816811e-5,5.03444117143615e-5,2.853681818679687e-5,6.543936755749487e-5,0.4360802870187352,NA,-2.5236458767319598e-5,-3.17144993654589e-5
9.77580036385052e-5,6.08845901102431e-5,4.69881176000707e-5,2.6237193389689587e-5,5.7966976184627145e-5,0.45262311606738076,NA,-1.3896472510172405e-5,-3.687341352826209e-5
9.41814913102672e-5,6.40337930469798e-5,5.03444117143615e-5,2.2427559011707862e-5,5.774681377082909e-5,0.3883774280727015,NA,-1.3689381332618298e-5,-3.0147698263287395e-5
3.2188610954142e-5,3.46412323041038e-5,4.47505881905435e-5,6.65854964203731e-6,2.9559745272706652e-5,0.2252573417195627,NA,1.0109355886439704e-5,2.452621349961801e-6
0,0,0,0,0,NA,NA,0,0
9.06049789820292e-5,6.08845901102431e-5,4.47505881905435e-5,2.3260240352345697e-5,5.4875099408790375e-5,0.42387604948228425,NA,-1.61340019196996e-5,-2.9720388871786104e-5
4.17259771627766e-5,5.1436981300033e-5,4.02755293714892e-5,6.068846805644044e-6,3.487683365998571e-5,0.17400796370476854,NA,-1.11614519285438e-5,9.711004137256397e-6
1.0848754062321e-4,7.76803391061722e-5,5.7056999942943e-5,2.5882768715297692e-5,6.727691209690572e-5,0.384719927068236,NA,-2.0623339163229195e-5,-3.08072015170378e-5
3.69572940584593e-5,4.82877783632962e-5,5.25819411238886e-5,8.072064010274801e-6,3.647476938897973e-5,0.22130541592166028,NA,4.294162760592401e-6,1.1330484304836897e-5
4.64946602670939e-5,6.08845901102431e-5,5.03444117143615e-5,7.449675918158054e-6,4.129333450246414e-5,0.18040867873514796,NA,-1.0540178395881601e-5,1.4389929843149201e-5
0,0,0,0,0,NA,NA,0,0
4.05338063866973e-5,4.61883097388051e-5,3.35629411429076e-5,6.324111302366896e-6,3.1652292142694226e-5,0.1997994734111724,NA,-1.2625368595897499e-5,5.654503352107801e-6
1.0967971139929e-4,7.76803391061722e-5,5.92945293524702e-5,2.5497269126137317e-5,6.803796224601743e-5,0.3747506286849411,NA,-1.8385809753701992e-5,-3.1999372293117805e-5
1.1206405295145e-4,7.87300734184178e-5,5.92945293524702e-5,2.6688065951879712e-5,6.919418041855443e-5,0.38569812938666304,NA,-1.94355440659476e-5,-3.33339795330322e-5
4.05338063866973e-5,4.61883097388051e-5,5.48194705334158e-5,7.194332780439772e-6,3.7183979859839493e-5,0.19347936416591063,NA,8.631160794610698e-6,5.654503352107801e-6
8.82206374298706e-5,5.77353871735064e-5,4.13942940762528e-5,2.3766531925788585e-5,5.27792126513546e-5,0.45030099412024116,NA,-1.6341093097253598e-5,-3.04852502563642e-5
9.53736620863465e-5,6.50835273592254e-5,5.03444117143615e-5,2.295781341519967e-5,5.8439853643783266e-5,0.392845155895456,NA,-1.4739115644863893e-5,-3.029013472712111e-5
0,0,0,0,0,NA,NA,0,0
0,0,0,0,0,NA,NA,0,0
0,0,0,0,0,NA,NA,0,0
4.05338063866973e-5,5.45861842367697e-5,8.16698234477419e-5,2.090918751728479e-5,4.942475039712342e-5,0.423050948144024,NA,2.7083639210972196e-5,1.4052377850072405e-5
4.64946602670939e-5,5.98348557979975e-5,4.81068823048343e-5,7.281316718813693e-6,4.0429428772184846e-5,0.18009942113807914,NA,-1.1727973493163202e-5,1.33401955309036e-5
9.53736620863465e-5,7.03321989204532e-5,5.14631764191251e-5,2.2027428504691122e-5,5.979911648265398e-5,0.368357089541292,NA,-1.8869022501328104e-5,-2.50414631658933e-5
1.1206405295145e-4,7.87300734184178e-5,5.92945293524702e-5,2.6688065951879712e-5,6.919418041855443e-5,0.38569812938666304,NA,-1.94355440659476e-5,-3.33339795330322e-5
7.03380757886806e-5,5.24867156122785e-5,4.58693528953071e-5,1.2656875269382902e-5,4.5337754891412275e-5,0.2791685494726675,NA,-6.617362716971402e-6,-1.7851360176402106e-5
0,0,0,0,0,NA,NA,0,0
0,0,0,0,0,NA,NA,0,0
8.70284666537912e-5,6.50835273592254e-5,5.03444117143615e-5,1.845960354139974e-5,5.522900231719446e-5,0.3342374978164816,NA,-1.4739115644863893e-5,-2.194493929456581e-5
8.82206374298706e-5,6.40337930469798e-5,5.25819411238886e-5,1.8194619296468754e-5,5.575774772430194e-5,0.3263155353123895,NA,-1.1451851923091197e-5,-2.41868443828908e-5
4.64946602670939e-5,7.13819332326988e-5,6.71258822858153e-5,1.3311258688999392e-5,4.957843361865185e-5,0.2684888915891763,NA,-4.2560509468835065e-6,2.48872729656049e-5
6.19928803561253e-5,4.93375126755418e-5,4.36318234857799e-5,9.397177144023815e-6,4.1089848415367704e-5,0.2286982674900608,NA,-5.705689189761901e-6,-1.2655367680583503e-5
5.12633433714113e-5,6.61332616714709e-5,6.26508234667609e-5,7.777280469654912e-6,4.6956177244824506e-5,0.16562848438672936,NA,-3.4824382047099906e-6,1.4869918300059593e-5
3.9341635610618e-5,4.61883097388051e-5,3.46817058476712e-5,5.7878295459904735e-6,3.1499870185771196e-5,0.18374137772176896,NA,-1.1506603891133898e-5,6.846674128187099e-6
4.41103187149353e-5,4.19893724898228e-5,3.46817058476712e-5,4.946364746683034e-6,3.143194044977808e-5,0.15736746366602247,NA,-7.3076666421516e-6,-2.1209462251124984e-6
0,0,0,0,0,NA,NA,0,0
7.51067588929979e-5,6.71829959837165e-5,5.81757646477066e-5,8.47127303613994e-6,5.2234198140140236e-5,0.16217867484846196,NA,-9.007231336009902e-6,-7.923762909281402e-6
7.39145881169186e-5,5.56359185490152e-5,4.58693528953071e-5,1.4236284536799548e-5,4.7414036024510114e-5,0.3002546446254918,NA,-9.766565653708106e-6,-1.8278669567903404e-5
6.31850511322046e-5,5.35364499245241e-5,4.36318234857799e-5,9.776893180256118e-6,4.253255443069118e-5,0.2298684692495493,NA,-9.9046264387442e-6,-9.648601207680502e-6
5.00711725953319e-5,6.29840587347342e-5,5.92945293524702e-5,6.65113480770019e-6,4.4750223872559126e-5,0.14862796723970517,NA,-3.6895293822640024e-6,1.2912886139402302e-5
4.64946602670939e-5,6.29840587347342e-5,5.48194705334158e-5,8.24482896822795e-6,4.3135754625867964e-5,0.19113677365188902,NA,-8.164588201318407e-6,1.6489398467640303e-5
3.69572940584593e-5,5.56359185490152e-5,6.04132940572338e-5,1.2395552062119103e-5,4.1350514681706856e-5,0.2997677817926363,NA,4.7773755082186004e-6,1.86786244905559e-5
4.17259771627766e-5,5.56359185490152e-5,7.27197058096332e-5,1.552392493309186e-5,4.640138161362922e-5,0.334557385863099,NA,1.7083787260617996e-5,1.39099413862386e-5
5.12633433714113e-5,6.61332616714709e-5,6.15320587619973e-5,7.612840624425869e-6,4.663537610732634e-5,0.16324175464792498,NA,-4.6012029094735985e-6,1.4869918300059593e-5
3.9341635610618e-5,5.77353871735064e-5,6.04132940572338e-5,1.1471094626102668e-5,4.224035286686522e-5,0.27156720641652093,NA,2.677906883727404e-6,1.83937515628884e-5
1.0014234519066e-4,6.92824646082077e-5,4.47505881905435e-5,2.7756056197085827e-5,6.048286354662426e-5,0.45890777270638966,NA,-2.4531876417664203e-5,-3.085988058245229e-5
0,0,0,0,0,NA,NA,0,0
4.88790018192526e-5,6.19343244224887e-5,5.48194705334158e-5,6.536458810413265e-6,4.304231389639259e-5,0.1518612318600532,NA,-7.114853889072907e-6,1.3055322603236106e-5
0,0,0,0,0,NA,NA,0,0
0,0,0,0,0,NA,NA,0,0
4.41103187149353e-5,6.40337930469798e-5,6.26508234667609e-5,1.112510487420167e-5,4.5480010025719416e-5,0.24461526872817987,NA,-1.3829695802188957e-6,1.99234743320445e-5
4.76868310431733e-5,6.71829959837165e-5,6.37695881715245e-5,1.0411587111889095e-5,4.726275057757585e-5,0.2202916035282328,NA,-3.4134078121920048e-6,1.9496164940543202e-5
7.03380757886806e-5,5.45861842367697e-5,4.69881176000707e-5,1.1909892607189423e-5,4.595556755817761e-5,0.2591610383684643,NA,-7.5980666366990044e-6,-1.5751891551910903e-5
5.72241972518079e-5,5.98348557979975e-5,5.03444117143615e-5,4.902644116370113e-6,4.3076527220134255e-5,0.113812427155887,NA,-9.490444083636e-6,2.610658546189603e-6
3.81494648345386e-5,5.77353871735064e-5,5.92945293524702e-5,1.178383802551749e-5,4.1740804846508176e-5,0.28230979418939656,NA,1.5591421789638027e-6,1.9585922338967798e-5
7.98754419973152e-5,6.71829959837165e-5,5.92945293524702e-5,1.0383480926413396e-5,5.4184112064978826e-5,0.19163331335874412,NA,-7.8884666312463e-6,-1.26924460135987e-5
1.0014234519066e-4,6.92824646082077e-5,5.14631764191251e-5,2.4628982701336424e-5,6.137924222983231e-5,0.40125915222469033,NA,-1.7819288189082604e-5,-3.085988058245229e-5
0,0,0,0,0,NA,NA,0,0
3.9341635610618e-5,5.98348557979975e-5,6.15320587619973e-5,1.2350893700367723e-5,4.326486096774513e-5,0.2854717066946217,NA,1.6972029639997948e-6,2.04932201873795e-5
0,0,0,0,0,NA,NA,0,0
9.53736620863465e-5,6.50835273592254e-5,4.81068823048343e-5,2.394384823569477e-5,5.812697999652524e-5,0.41192314200954705,NA,-1.6976645054391095e-5,-3.029013472712111e-5
0,0,0,0,0,NA,NA,0,0
3.81494648345386e-5,5.98348557979975e-5,6.15320587619973e-5,1.3037653021892033e-5,4.3138508104106355e-5,0.30222772170118184,NA,1.6972029639997948e-6,2.16853909634589e-5
0,0,0,0,0,NA,NA,0,0
5.00711725953319e-5,6.61332616714709e-5,8.39073528572691e-5,1.692530707594007e-5,5.425927355000299e-5,0.3119339049083,NA,1.7774091185798207e-5,1.6062089076138992e-5
3.81494648345386e-5,5.24867156122785e-5,5.25819411238886e-5,8.305241313015481e-6,3.7880840720930295e-5,0.2192464885930208,NA,9.522551161010286e-8,1.4337250777739898e-5
0,0,0,0,0,NA,NA,0,0
0,0,0,0,0,NA,NA,0,0
9.17971497581085e-5,6.29840587347342e-5,3.91567646667256e-5,2.6359515358132372e-5,5.507437212942517e-5,0.4786167202448958,NA,-2.3827294068008606e-5,-2.88130910233743e-5
5.96085388039666e-5,6.19343244224887e-5,5.14631764191251e-5,5.498502032857988e-6,4.46261354196096e-5,0.1232125968595936,NA,-1.0471148003363602e-5,2.3257856185221026e-6
9.41814913102672e-5,6.40337930469798e-5,4.69881176000707e-5,2.389788443972202e-5,5.727532159925993e-5,0.41724574864771796,NA,-1.70456754469091e-5,-3.0147698263287395e-5
9.65658328624259e-5,7.13819332326988e-5,5.25819411238886e-5,2.206902518734823e-5,6.0649683101590384e-5,0.3638770074096154,NA,-1.87999921088102e-5,-2.5183899629727097e-5
0,0,0,0,0,NA,NA,0,0
1.0014234519066e-4,7.03321989204532e-5,4.58693528953071e-5,2.718036469277214e-5,6.088106542479811e-5,0.44645021408743313,NA,-2.446284602514611e-5,-2.981014627020679e-5
0,0,0,0,0,NA,NA,0,0
4.64946602670939e-5,6.61332616714709e-5,6.60071175810517e-5,1.1302113134871217e-5,4.7484288163621926e-5,0.23801795440054319,NA,-1.2614409041919407e-7,1.9638601404376993e-5
6.55693926843633e-5,6.50835273592254e-5,5.48194705334158e-5,6.07107560334317e-6,4.788586654508692e-5,0.12678220195988207,NA,-1.0264056825809597e-5,-4.858653251379124e-7
1.0729536984714e-4,7.55808704816811e-5,5.7056999942943e-5,2.5406157588166654e-5,6.633484946498268e-5,0.38299864691150376,NA,-1.85238705387381e-5,-3.17144993654589e-5
3.45729525063006e-5,5.66856528612608e-5,5.59382352381794e-5,1.255657501274842e-5,3.9938353904622306e-5,0.3143989119515307,NA,-7.474176230813989e-7,2.2112700354960198e-5
3.9341635610618e-5,4.82877783632962e-5,3.69192352571984e-5,5.988116926863678e-6,3.263419153949407e-5,0.1834921180632536,NA,-1.1368543106097798e-5,8.9461427526782e-6
4.17259771627766e-5,5.8785121485752e-5,4.92256470095979e-5,8.550272949869944e-6,3.957175465199911e-5,0.21607009911646652,NA,-9.5594744761541e-6,1.70591443229754e-5
3.45729525063006e-5,5.45861842367697e-5,5.37007058286522e-5,1.1307699909570693e-5,3.85418856203233e-5,0.29338730390523743,NA,-8.854784081174994e-7,2.0013231730469103e-5
4.53024894910146e-5,6.50835273592254e-5,6.37695881715245e-5,1.1060813931836539e-5,4.630410473840026e-5,0.2388732919970212,NA,-1.3139391877008962e-6,1.978103786821079e-5
1.0967971139929e-4,7.45311361694355e-5,5.7056999942943e-5,2.680148484247565e-5,6.701733308853604e-5,0.3999187017344965,NA,-1.7474136226492505e-5,-3.5148575229854495e-5
0,0,0,0,0,NA,NA,0,0
